config_tag,train_accuracy,test_accuracy,confusion_matrix,precision_train,precision_test,recall_train,recall_test,n_layers,hidden_neurons,epochs,activation_function,dropout_rate,learning_rate,learning_decrease,early_stopping_patience,execution_dir,execution_time
DEFAULT,0.91,0.89,"[[ 266   28  106  278]
 [  37   45   14   50]
 [  65   17 1266  356]
 [  21   19   56 6970]]",0.9,0.88,0.91,0.89,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-17_arquitectura_original_p3_2/20180617/run-FNNClassifier-DEFAULT-110414/,106.43339157104492
DEFAULT,0.82,0.83,"[[  36    0  159  483]
 [  10    0   35  101]
 [  20    0  968  716]
 [   4    0  139 6923]]",0.78,0.79,0.82,0.83,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-17_arquitectura_original_p3_2/20180617/run-FNNClassifier-DEFAULT-110718/,117.6434178352356
DEFAULT,0.83,0.83,"[[  64    0  176  438]
 [   7    0   41   98]
 [  23    0 1100  581]
 [  10    0  211 6845]]",0.8,0.8,0.83,0.83,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-17_arquitectura_original_p3_2/20180617/run-FNNClassifier-DEFAULT-111338/,117.46328115463257
DEFAULT,0.85,0.77,"[[  14    0  102  763]
 [   2    0   21  258]
 [  17    0  739 1349]
 [   4    0  236 8488]]",0.81,0.71,0.85,0.77,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-17_arquitectura_original_p3_2/20180617/run-FNNClassifier-DEFAULT-112005/,136.22629570960999
DEFAULT,0.82,0.76,"[[  13    0   71  795]
 [   1    0   14  266]
 [   5    0  588 1512]
 [   6    0  185 8537]]",0.78,0.72,0.82,0.76,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-17_arquitectura_original_p3_2/20180617/run-FNNClassifier-DEFAULT-112648/,119.61202597618103
DEFAULT,0.91,0.66,"[[ 183    5  164  527]
 [  33    3   57  188]
 [ 132    3  954 1016]
 [ 707    0 1214 6807]]",0.9,0.67,0.91,0.66,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-17_arquitectura_original_p3_2/20180617/run-FNNClassifier-DEFAULT-115440/,121.7183609008789
DEFAULT,0.91,0.89,"[[ 369   27  113  169]
 [  39   50   27   30]
 [  78   19 1404  203]
 [ 127   20  212 6707]]",0.91,0.89,0.91,0.89,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-17_arquitectura_original_p3_2/20180617/run-FNNClassifier-DEFAULT-121428/,108.73971772193909
DEFAULT,0.83,0.82,"[[ 138    9   96  435]
 [  24   16   15   91]
 [  43    6  820  835]
 [  32    3  101 6930]]",0.82,0.81,0.83,0.82,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-17_arquitectura_original_p3_2/20180617/run-FNNClassifier-DEFAULT-121633/,57.52314472198486
DEFAULT,0.91,0.89,"[[ 247   24  151  256]
 [  31   37   25   53]
 [  48   15 1341  300]
 [  24   17  111 6914]]",0.9,0.88,0.91,0.89,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-17_arquitectura_original_p3_2/20180617/run-FNNClassifier-DEFAULT-121746/,107.73434209823608
DEFAULT,0.83,0.82,"[[ 122    9  137  410]
 [  20   18   18   90]
 [  19    7  946  732]
 [  36    5  250 6775]]",0.82,0.8,0.83,0.82,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-17_arquitectura_original_p3_2/20180617/run-FNNClassifier-DEFAULT-121950/,58.945000410079956
