date,executionDesc,textModelFeatures,modelName,loadModelTime,trainDataFormattingTime,trainDataFeatureVecsTime,testDataFormattingTime,testDataFeatureVecsTime,totalExecutionTime,trainInstances,testInstances,modelTrained,modelExecutionTime,trainAccuracy,testAccuracy,confusionMatrix,averagePrecisionSK,recallSK,SMOTE
2018-05-27 00:02,vector_Average,600,300features_15minwords_10contextALL,0.21,4.74,50.05,2.15,5.87,372.5,39220,5082,MLP,296.01,0.87,0.74,"[[ 157   33  109  165]
 [  27   25   38  122]
 [ 133   38  419  289]
 [ 162   51  171 3143]]",0.72,0.74,all
2018-05-27 00:08,vector_Average,600,300features_15minwords_10contextALL,0.2,5.44,51.22,2.03,6.26,373.98,39220,5082,MLP,295.48,0.85,0.74,"[[ 157   27  105  175]
 [  28   21   46  117]
 [ 121   22  432  304]
 [ 164   31  184 3148]]",0.72,0.74,all
2018-05-27 00:15,vector_Average,600,300features_15minwords_10contextALL,0.21,5.32,51.24,2.05,6.18,376.63,39220,5082,MLP,297.94,0.78,0.7,"[[ 156   34   71  203]
 [  40   27   18  127]
 [ 141   32  356  350]
 [ 237   51  202 3037]]",0.69,0.7,all
2018-05-27 10:38,vector_Average,600,300features_15minwords_10contextALL,0.32,4.13,49.77,2.04,11.14,433.76,39220,9805,MLP,353.4,0.9,0.81,"[[ 249   40  161  280]
 [  24   40   33  142]
 [ 152   53  968  527]
 [ 114   62  307 6653]]",0.79,0.81,all
2018-05-27 10:44,vector_Average,600,300features_15minwords_10contextALL,0.22,4.56,51.18,2.32,11.23,384.65,39220,9805,MLP,302.45,0.87,0.78,"[[ 328   47  179  176]
 [  41   51   55   92]
 [ 223   61 1099  317]
 [ 284  107  585 6160]]",0.8,0.78,all
2018-05-27 11:29,vector_Average,600,300features_15minwords_10contextALL,0.32,3.96,48.94,2.47,13.73,494.47,39220,12707,MLP,411.98,0.89,0.63,"[[ 666   86  360  791]
 [ 108   77   98  414]
 [ 535  166 2090 1673]
 [ 188   81  259 5115]]",0.62,0.63,all
2018-05-27 11:35,vector_Average,600,300features_15minwords_10contextALL,0.19,4.56,47.84,2.54,13.54,354.19,39220,12707,MLP,272.84,0.85,0.6,"[[ 734   87  224  858]
 [ 145   64   52  436]
 [ 737  126 1701 1900]
 [ 257   45  167 5174]]",0.62,0.6,all
2018-05-27 11:41,vector_Average,600,300features_15minwords_10contextALL,0.2,4.73,47.64,2.54,13.73,391.25,39220,12707,MLP,308.56,0.85,0.6,"[[ 670  107  234  892]
 [  90   80   42  485]
 [ 552  122 1713 2077]
 [ 191   53  200 5199]]",0.62,0.6,all
2018-05-27 11:48,vector_Average,600,300features_15minwords_10contextALL,0.2,4.91,49.74,2.45,13.46,377.74,39220,12707,MLP,293.71,0.85,0.63,"[[ 821  122  415  545]
 [ 175   95  106  321]
 [ 753  167 2285 1259]
 [ 358  106  373 4806]]",0.63,0.63,all
2018-05-27 11:57,vector_Average,600,300features_15minwords_10contextALL,0.2,4.63,48.43,2.54,13.62,579.24,39220,12707,MLP,496.35,0.82,0.63,"[[ 905  100  482  416]
 [ 177  104  194  222]
 [ 968  202 2466  828]
 [ 441  102  601 4499]]",0.63,0.63,all
2018-05-27 12:08,vector_Average,600,300features_15minwords_10contextALL,0.22,4.52,46.98,2.55,13.2,626.33,39220,12707,MLP,546.14,0.88,0.64,"[[ 690   98  628  487]
 [ 100   77  241  279]
 [ 586  207 2782  889]
 [ 224  132  748 4539]]",0.62,0.64,all
2018-05-27 12:17,vector_Average,600,300features_15minwords_10contextALL,0.21,4.82,48.16,2.4,13.7,575.5,39220,12707,MLP,493.14,0.91,0.62,"[[ 809   92  517  485]
 [ 135   57  216  289]
 [ 737  210 2486 1031]
 [ 292  111  661 4579]]",0.61,0.62,all
2018-05-27 12:27,vector_Average,600,300features_15minwords_10contextALL,0.2,4.7,49.19,2.7,13.8,580.63,39220,12707,MLP,497.3,0.95,0.64,"[[ 659  118  586  540]
 [  87   90  199  321]
 [ 581  260 2767  856]
 [ 248  169  632 4594]]",0.63,0.64,all
2018-05-27 12:37,vector_Average,600,300features_15minwords_10contextALL,0.21,4.49,48.47,2.66,13.94,568.32,39220,12707,MLP,485.43,0.87,0.64,"[[ 518  116  509  760]
 [  40   84  134  439]
 [ 357  148 2427 1532]
 [ 131   70  381 5061]]",0.62,0.64,all
2018-05-27 12:46,vector_Average,600,300features_15minwords_10contextALL,0.22,4.6,52.22,2.73,14.71,575.06,39220,12707,MLP,487.06,0.85,0.64,"[[ 758  118  367  660]
 [ 113  102   95  387]
 [ 617  149 2299 1399]
 [ 282   78  339 4944]]",0.63,0.64,all
2018-05-27 12:55,vector_Average,600,300features_15minwords_10contextALL,0.21,4.73,49.14,2.5,13.72,508.58,39220,12707,MLP,425.67,0.77,0.61,"[[1036  146  314  407]
 [ 250  140   81  226]
 [ 910  237 2191 1126]
 [ 640  149  451 4403]]",0.64,0.61,all
2018-05-27 13:17,vector_Average,600,~/GoogleNews-vectors-negative300.bin,83.86,6.13,34.32,3.97,12.14,578.41,39220,12707,MLP,416.8,0.97,0.64,"[[ 989   38  427  449]
 [ 241   29  170  257]
 [ 972   88 2454  950]
 [ 489   31  446 4677]]",0.64,0.64,all
